vid,idx,kind,claim_id,mse_nrm,L_h,cos,r_norm,dist_to_orig,dL_h,L_o,dL_o,dist
1,0,paraphrase,-1,0.07630937,0.17306961,0.9618454,72.0667,0.017116958,0.0012829453,0.023935385048389435,-0.005620434880256653,0.017116958
2,0,translate,-1,0.080512315,0.1826019,0.95974404,72.07901,0.009160566,0.010815233,0.042456578463315964,0.012900758534669876,0.009160566
3,0,polarity,-1,0.08240204,0.1868878,0.9587991,72.07928,0.005264415,0.015101135,0.03458535298705101,0.0050295330584049225,0.005264415
4,0,vocab,-1,0.11170119,0.25333825,0.9441496,72.05993,0.07965489,0.08155158,0.041193462908267975,0.011637642979621887,0.07965489
5,0,cat,-1,0.40770635,0.92467785,0.79614705,72.004974,0.723988,0.7528912,5.973324298858643,5.9437684789299965,0.723988
6,0,shuffle,-1,0.07320237,0.16602294,0.96339893,72.08567,0.0093518365,-0.0057637244,0.019226880744099617,-0.01032893918454647,0.0093518365
7,0,unrelated,32,0.90471774,2.0518994,0.5476414,71.94582,1.9128205,1.8801128,9.510622024536133,9.481066204607487,1.9128205
8,0,unrelated_token,32,0.63825166,1.4475545,0.6808741,72.07532,1.3206098,1.2757678,0.24106404185295105,0.21150822192430496,1.3206098
10,1,paraphrase,-1,0.094394155,0.2140859,0.95280313,71.89898,0.006230559,0.011976913,0.07750137895345688,-0.0022592172026634216,0.006230559
11,1,translate,-1,0.09268083,0.21020007,0.9536598,71.912445,0.006206472,0.008091077,0.07826488465070724,-0.0014957115054130554,0.006206472
12,1,polarity,-1,0.08997138,0.20405504,0.95501494,71.921165,0.002828949,0.001946047,0.07479411363601685,-0.004966482520103455,0.002828949
13,1,vocab,-1,0.12244122,0.27769664,0.93877965,71.88512,0.074704625,0.075587645,0.06671566516160965,-0.01304493099451065,0.074704625
14,1,cat,-1,0.5146885,1.1673132,0.7426563,71.97215,1.030448,0.96520424,5.8438262939453125,5.764065697789192,1.030448
15,1,shuffle,-1,0.11067629,0.2510138,0.9446622,71.86558,0.033023108,0.04890479,0.08947940915822983,0.009718813002109528,0.033023108
16,1,unrelated,90,0.81696147,1.8528682,0.5915197,72.073296,1.698838,1.6507592,9.759678840637207,9.679918244481087,1.698838
17,1,unrelated_token,90,0.72436124,1.642851,0.6378198,72.26798,1.5174786,1.440742,2.501039743423462,2.4212791472673416,1.5174786
19,2,paraphrase,-1,0.1005494,0.228046,0.9497257,71.9746,0.013331695,0.021354616,0.03275647014379501,-0.005270171910524368,0.013331695
20,2,translate,-1,0.09781072,0.22183467,0.951095,71.98523,0.010899959,0.01514329,0.04469793662428856,0.006671294569969177,0.010899959
21,2,polarity,-1,0.09245301,0.20968339,0.9537738,72.02161,0.0036969988,0.0029920042,0.03369086608290672,-0.004335775971412659,0.0036969988
22,2,vocab,-1,0.15473492,0.35093874,0.92263275,71.95048,0.15062633,0.14424735,0.028121687471866608,-0.009904954582452774,0.15062633
23,2,cat,-1,0.4036902,0.9155692,0.7981551,71.852135,0.7111754,0.7088778,4.447850227355957,4.409823585301638,0.7111754
24,2,shuffle,-1,0.090898596,0.20615797,0.95455086,72.02547,0.015996065,-0.00053341687,0.034560732543468475,-0.0034659095108509064,0.015996065
25,2,unrelated,188,0.962139,2.1821308,0.51893085,72.128876,2.1075773,1.9754394,9.06311321258545,9.02508657053113,2.1075773
26,2,unrelated_token,188,0.6154602,1.3958635,0.69227016,72.1631,1.2443284,1.1891721,0.14643637835979462,0.10840973630547523,1.2443284
28,3,paraphrase,-1,0.108969785,0.24714342,0.9455155,72.00121,0.019440243,-0.034651875,0.06480779498815536,-0.006907135248184204,0.019440243
29,3,translate,-1,0.11527421,0.26144186,0.94236344,72.05435,0.022587681,-0.020353436,0.06258904188871384,-0.009125888347625732,0.022587681
30,3,polarity,-1,0.11334999,0.25707772,0.9433253,72.03496,0.01664756,-0.02471757,0.05620841681957245,-0.01550651341676712,0.01664756
31,3,vocab,-1,0.16820419,0.381487,0.9158984,72.078804,0.17969333,0.09969172,0.05637142434716225,-0.015343505889177322,0.17969333
32,3,cat,-1,0.4540941,1.0298853,0.77295315,71.95811,0.8851625,0.74809,9.190564155578613,9.118849225342274,0.8851625
33,3,shuffle,-1,0.11418985,0.25898254,0.9429056,71.99539,0.016835475,-0.022812754,0.05754031240940094,-0.01417461782693863,0.016835475
34,3,unrelated,254,0.8421501,1.909996,0.5789253,71.91779,1.9179415,1.6282008,6.052724838256836,5.981009908020496,1.9179415
35,3,unrelated_token,254,0.60906345,1.3813556,0.6954689,72.128746,1.3643262,1.0995604,0.5492706894874573,0.4775557592511177,1.3643262
37,4,paraphrase,-1,0.09820019,0.22271799,0.95090014,71.95194,0.006221948,-0.00718756,0.0035835718736052513,-0.0028782635927200317,0.006221948
38,4,translate,-1,0.099894255,0.22656013,0.9500532,71.942566,0.009222538,-0.003345415,0.003598904935643077,-0.002862930530682206,0.009222538
39,4,polarity,-1,0.103404656,0.23452172,0.9482979,71.95889,0.0022948282,0.004616171,0.006334430538117886,-0.00012740492820739746,0.0022948282
40,4,vocab,-1,0.13070625,0.2964417,0.9346472,71.92446,0.1494421,0.06653616,0.0024961347226053476,-0.003965700743719935,0.1494421
41,4,cat,-1,0.22899552,0.51936173,0.88550276,71.916794,0.349002,0.2894562,6.259413719177246,6.252951883710921,0.349002
42,4,shuffle,-1,0.10182397,0.23093672,0.9490885,71.915504,0.030267097,0.0010311753,0.003735867328941822,-0.002725968137383461,0.030267097
43,4,unrelated,81,0.9442803,2.1416273,0.52786005,71.91441,2.1600635,1.9117217,13.006409645080566,12.999947809614241,2.1600635
44,4,unrelated_token,81,0.78815174,1.7875278,0.60592455,71.839386,1.8272104,1.5576222,0.0070228585973382,0.0005610231310129166,1.8272104
46,5,paraphrase,-1,0.15702231,0.35612655,0.9214891,71.866905,0.009875312,-0.0134961605,0.0354415699839592,0.008508678525686264,0.009875312
47,5,translate,-1,0.16425452,0.37252918,0.9178729,71.87313,0.015286616,0.0029064715,0.02478114888072014,-0.0021517425775527954,0.015286616
48,5,polarity,-1,0.16407856,0.3721301,0.91796106,71.877686,0.0073099416,0.0025073886,0.036152105778455734,0.0092192143201828,0.0073099416
49,5,vocab,-1,0.19781248,0.44863862,0.90109414,71.79989,0.13240503,0.07901591,0.02856835164129734,0.0016354601830244064,0.13240503
50,5,cat,-1,0.44136995,1.0010269,0.77931523,71.7313,0.79944575,0.63140416,1.9694342613220215,1.9425013698637486,0.79944575
51,5,shuffle,-1,0.16359231,0.3710273,0.9182039,71.88982,0.0027151927,0.0014045835,0.02886851690709591,0.0019356254488229752,0.0027151927
52,5,unrelated,55,0.86478364,1.9613289,0.56760854,71.98773,1.8352954,1.5917062,5.903712272644043,5.87677938118577,1.8352954
53,5,unrelated_token,55,0.71229327,1.6154808,0.64385355,71.8169,1.4721433,1.2458581,0.09609676897525787,0.06916387751698494,1.4721433
55,6,paraphrase,-1,0.03852022,0.08736385,0.9807401,71.93808,0.0059612133,0.00086096674,0.005263417027890682,0.002642618026584387,0.0059612133
56,6,translate,-1,0.039448567,0.08946933,0.980276,71.91384,0.004564848,0.0029664487,0.0050736782141029835,0.002452879212796688,0.004564848
57,6,polarity,-1,0.042404782,0.096174024,0.9787978,71.91197,0.006638567,0.009671144,0.003123591421172023,0.0005027924198657274,0.006638567
58,6,vocab,-1,0.11009745,0.24970098,0.94495153,71.92604,0.15344614,0.1631981,0.00828478578478098,0.005663986783474684,0.15344614
59,6,cat,-1,0.38313,0.8689387,0.80843526,71.79812,0.8309604,0.7824358,3.4147207736968994,3.412099974695593,0.8309604
60,6,shuffle,-1,0.038737733,0.087857164,0.9806314,71.902725,0.0018940966,0.0013542846,0.002683045109733939,6.224610842764378e-05,0.0018940966
61,6,unrelated,17,0.91863,2.0834525,0.5406853,71.976746,2.0900462,1.9969496,7.208739757537842,7.2061189585365355,2.0900462
62,6,unrelated_token,17,0.6433267,1.4590647,0.678337,71.8837,1.4622908,1.3725618,0.14848874509334564,0.14586794609203935,1.4622908
64,7,paraphrase,-1,0.1826727,0.4143016,0.9086641,71.67127,0.06131328,0.14179096,0.15318050980567932,0.05901714414358139,0.06131328
65,7,translate,-1,0.13796072,0.31289485,0.9310199,71.73214,0.01288602,0.040384203,0.0993679016828537,0.005204536020755768,0.01288602
66,7,polarity,-1,0.13948731,0.31635717,0.9302567,71.78473,0.019740747,0.043846518,0.08334062993526459,-0.010822735726833344,0.019740747
67,7,vocab,-1,0.35880524,0.8137701,0.8205977,71.67989,0.44060093,0.54125947,0.20992304384708405,0.11575967818498611,0.44060093
68,7,cat,-1,0.29642203,0.672285,0.8517894,71.63728,0.3605272,0.39977437,0.22019261121749878,0.12602924555540085,0.3605272
69,7,shuffle,-1,0.15961942,0.36201677,0.9201904,71.74667,0.055845734,0.08950612,0.07845132797956467,-0.015712037682533264,0.055845734
70,7,unrelated,216,0.7974326,1.8085768,0.60128385,71.79958,1.6224997,1.5360662,0.3567133843898773,0.2625500187277794,1.6224997
71,7,unrelated_token,216,0.73868966,1.6753478,0.6306554,71.74488,1.5015348,1.4028372,0.28831955790519714,0.1941561922430992,1.5015348
73,8,paraphrase,-1,0.16361871,0.37108716,0.918191,71.87022,0.030038917,0.0458993,0.001697218045592308,0.0006831091595813632,0.030038917
74,8,translate,-1,0.20332515,0.46114135,0.8983379,71.84236,0.08882634,0.13595349,0.006111980881541967,0.0050978719955310225,0.08882634
75,8,polarity,-1,0.15425667,0.34985405,0.9228725,71.90409,0.014818112,0.02466619,0.0011127874022349715,9.867851622402668e-05,0.014818112
76,8,vocab,-1,0.37344986,0.84698415,0.81327534,71.60917,0.49648666,0.5217963,0.011461544781923294,0.01044743589591235,0.49648666
77,8,cat,-1,0.4453532,1.0100609,0.77732396,71.71897,0.6892325,0.68487304,1.9681435823440552,1.9671294734580442,0.6892325
78,8,shuffle,-1,0.14391586,0.3264011,0.92804265,71.92741,0.01946471,0.0012132525,0.0012066714698448777,0.00019256258383393288,0.01946471
79,8,unrelated,205,0.8632657,1.9578862,0.5683677,72.06229,1.6482829,1.6326983,10.501493453979492,10.500479345093481,1.6482829
80,8,unrelated_token,205,0.868976,1.9708371,0.56551254,72.119125,1.6311615,1.6456492,1.313820242881775,1.312806133995764,1.6311615
82,9,paraphrase,-1,0.08185737,0.18565248,0.9590717,71.70026,0.014352686,0.013801053,0.012321523390710354,0.00014682207256555557,0.014352686
83,9,translate,-1,0.090077765,0.20429634,0.9549613,71.73475,0.024420995,0.03244491,0.0260385200381279,0.013863818719983101,0.024420995
84,9,polarity,-1,0.08722638,0.1978294,0.9563869,71.656876,0.025886027,0.02597797,0.011106779798865318,-0.00106792151927948,0.025886027
85,9,vocab,-1,0.22732656,0.51557654,0.8863368,71.59784,0.38790804,0.34372512,0.015813101083040237,0.003638399764895439,0.38790804
86,9,cat,-1,0.19930641,0.45202684,0.900347,71.554214,0.23437816,0.28017542,4.281810283660889,4.269635582342744,0.23437816
87,9,shuffle,-1,0.08225059,0.1865443,0.9588747,71.7214,0.025009783,0.014692873,0.012048834934830666,-0.0001258663833141327,0.025009783
88,9,unrelated,68,0.68489283,1.5533366,0.6575535,71.98121,1.5282401,1.3814852,5.5079240798950195,5.495749378576875,1.5282401
89,9,unrelated_token,68,0.6096719,1.3827356,0.69516426,71.80143,1.3611743,1.2108842,0.1029498428106308,0.090775141492486,1.3611743
91,10,paraphrase,-1,0.22560301,0.51166755,0.8871988,71.75921,0.054474853,0.020818055,0.012072930112481117,0.002725161612033844,0.054474853
92,10,translate,-1,0.23373134,0.5301026,0.8831347,71.78218,0.034136787,0.039253116,0.007253754884004593,-0.0020940136164426804,0.034136787
93,10,polarity,-1,0.2570935,0.5830879,0.8714536,71.73316,0.043183386,0.092238426,0.0047570387832820415,-0.004590729717165232,0.043183386
94,10,vocab,-1,0.36040905,0.81740755,0.8197959,71.626335,0.2867505,0.32655805,0.007307569030672312,-0.0020401994697749615,0.2867505
95,10,cat,-1,0.3521701,0.7987217,0.82391524,71.620056,0.24471861,0.30787218,0.06890958547592163,0.05956181697547436,0.24471861
96,10,shuffle,-1,0.21981482,0.49853992,0.8900931,71.72924,0.0072390256,0.0076904297,0.008707568049430847,-0.0006402004510164261,0.0072390256
97,10,unrelated,26,0.81284094,1.8435229,0.5935803,71.79431,1.3831388,1.3526734,5.008732795715332,4.999385027214885,1.3831388
98,10,unrelated_token,26,0.6863115,1.5565542,0.6568447,71.74284,1.1427697,1.0657047,0.5945979952812195,0.5852502267807722,1.1427697
100,11,paraphrase,-1,0.0722307,0.1638192,0.9638851,72.12085,0.012575064,0.0069995224,0.18203839659690857,0.009674787521362305,0.012575064
101,11,translate,-1,0.07112377,0.16130868,0.96443844,72.15282,0.00891513,0.0044890046,0.1525789052248001,-0.019784703850746155,0.00891513
102,11,polarity,-1,0.06996807,0.15868755,0.96501625,72.19498,0.0053435056,0.0018678755,0.1463538259267807,-0.026009783148765564,0.0053435056
103,11,vocab,-1,0.12927987,0.2932067,0.93536043,71.969086,0.13405874,0.13638702,0.09027929604053497,-0.08208431303501129,0.13405874
104,11,cat,-1,0.33470216,0.7591044,0.83264935,71.91409,0.6855814,0.60228467,5.242650985717773,5.070287376642227,0.6855814
105,11,shuffle,-1,0.0694761,0.15757176,0.96526223,72.16074,0.0016207476,0.0007520914,0.16726839542388916,-0.0050952136516571045,0.0016207476
106,11,unrelated,67,0.7421645,1.6832287,0.62891835,71.89286,1.6614261,1.526409,7.393679141998291,7.221315532922745,1.6614261
107,11,unrelated_token,67,0.5806537,1.3169224,0.7096736,72.00413,1.2687007,1.1601027,2.101235866546631,1.9288722574710846,1.2687007
109,12,paraphrase,-1,0.079094246,0.17938572,0.96045315,72.11396,0.007729745,0.015396506,0.018748700618743896,0.0008771941065788269,0.007729745
110,12,translate,-1,0.078977205,0.17912027,0.96051186,72.09663,0.00893123,0.015131056,0.022075582295656204,0.004204075783491135,0.00893123
111,12,polarity,-1,0.07789279,0.1766608,0.96105415,72.11067,0.009296036,0.01267159,0.019316043704748154,0.001444537192583084,0.009296036
112,12,vocab,-1,0.10032846,0.2275449,0.94983596,72.042946,0.09795542,0.06355569,0.02208377793431282,0.004212271422147751,0.09795542
113,12,cat,-1,0.54053146,1.2259251,0.72973454,71.86236,1.0364394,1.0619359,6.134255409240723,6.116383902728558,1.0364394
114,12,shuffle,-1,0.083123066,0.18852307,0.95843893,72.10059,0.012998376,0.024533853,0.01882605068385601,0.0009545441716909409,0.012998376
115,12,unrelated,59,0.83243096,1.887953,0.58378494,71.890396,1.7704196,1.7239639,8.120262145996094,8.102390639483929,1.7704196
116,12,unrelated_token,59,0.76975554,1.7458053,0.6151227,71.82986,1.6139494,1.5818161,0.3388039171695709,0.32093241065740585,1.6139494
118,13,paraphrase,-1,0.108412206,0.24587883,0.945794,71.855316,0.00589926,0.018886015,0.014148246496915817,1.4841556549072266e-05,0.00589926
119,13,translate,-1,0.10829065,0.24560314,0.94585466,71.82371,0.0092077805,0.018610328,0.014122292399406433,-1.111254096031189e-05,0.0092077805
120,13,polarity,-1,0.10340037,0.234512,0.94829994,71.84275,0.003325048,0.0075191855,0.02131611853837967,0.007182713598012924,0.003325048
121,13,vocab,-1,0.13146345,0.29815906,0.93426836,71.753876,0.06976029,0.07116625,0.0040112752467393875,-0.010122129693627357,0.06976029
122,13,cat,-1,0.3575887,0.811011,0.8212058,71.60266,0.5521494,0.58401823,0.5971980094909668,0.5830646045506,0.5521494
123,13,shuffle,-1,0.09950801,0.22568412,0.95024604,71.85581,0.01911025,-0.0013086945,0.014140117913484573,6.712973117828369e-06,0.01911025
124,13,unrelated,206,0.7647203,1.7343854,0.6176401,71.896614,1.4854529,1.5073925,4.982796669006348,4.968663264065981,1.4854529
125,13,unrelated_token,206,0.6658938,1.5102469,0.66705304,71.94721,1.2671194,1.283254,0.013719514012336731,-0.00041389092803001404,1.2671194
127,14,paraphrase,-1,0.048227005,0.10937882,0.97588676,71.930405,0.0051418478,0.0013750494,0.02809317782521248,-0.0037853047251701355,0.0051418478
128,14,translate,-1,0.04693625,0.1064514,0.97653216,71.946014,0.009784933,-0.0015523732,0.029085030779242516,-0.0027934517711400986,0.009784933
129,14,polarity,-1,0.048588105,0.1101978,0.97570634,71.970505,0.00679409,0.0021940246,0.0314551405608654,-0.0004233419895172119,0.00679409
130,14,vocab,-1,0.05535736,0.12555046,0.9723219,71.95971,0.057867065,0.017546691,0.025212038308382034,-0.00666644424200058,0.057867065
131,14,cat,-1,0.37400454,0.84824216,0.81299824,71.93318,0.81657803,0.74023837,5.3275957107543945,5.295717228204012,0.81657803
132,14,shuffle,-1,0.049156122,0.11148606,0.97542244,71.98392,0.010927244,0.0034822896,0.03600794076919556,0.0041294582188129425,0.010927244
133,14,unrelated,168,0.8194578,1.85853,0.5902714,71.772156,1.8487265,1.7505263,7.690296649932861,7.658418167382479,1.8487265
134,14,unrelated_token,168,0.8033289,1.8219495,0.59833574,71.66238,1.8539463,1.7139457,1.4722388982772827,1.4403604157269,1.8539463
136,15,paraphrase,-1,0.07976728,0.18091215,0.9601164,71.96547,0.014729806,0.037606657,0.0017165114404633641,0.0006447907071560621,0.014729806
137,15,translate,-1,0.08065607,0.18292792,0.9596721,71.96701,0.017747944,0.039622426,0.001470662304200232,0.00039894157089293003,0.017747944
138,15,polarity,-1,0.0676761,0.15348935,0.9661621,71.99142,0.007195075,0.010183856,0.003073502564802766,0.002001781831495464,0.007195075
139,15,vocab,-1,0.12436668,0.28206357,0.93781686,71.89405,0.18916157,0.13875808,0.0028561141807585955,0.0017843934474512935,0.18916157
140,15,cat,-1,0.51284885,1.163141,0.7435758,71.70482,1.0094347,1.0198355,1.516184687614441,1.5151129668811336,1.0094347
141,15,shuffle,-1,0.06799431,0.15421107,0.96600294,71.96715,0.013636634,0.010905579,0.0028515998274087906,0.0017798790941014886,0.013636634
142,15,unrelated,186,0.8885361,2.0151994,0.5557322,72.017456,1.9347832,1.8718939,7.161331653594971,7.160259932861663,1.9347832
143,15,unrelated_token,186,0.7224107,1.6384271,0.6387949,71.84198,1.561084,1.4951216,0.024329867213964462,0.02325814648065716,1.561084
145,16,paraphrase,-1,0.106559,0.24167576,0.94672096,72.05573,0.047898833,-0.0030394942,0.0011589471250772476,-0.00036824517883360386,0.047898833
146,16,translate,-1,0.11017181,0.24986961,0.94491434,72.06077,0.027664607,0.0051543564,0.001463641645386815,-6.355065852403641e-05,0.027664607
147,16,polarity,-1,0.120283306,0.27280247,0.939859,72.079445,0.016181592,0.028087214,0.0022000425960868597,0.0006728502921760082,0.016181592
148,16,vocab,-1,0.13624021,0.30899274,0.9318803,72.0854,0.12457718,0.064277485,0.00044739554869011045,-0.001079796755220741,0.12457718
149,16,cat,-1,0.24964997,0.56620604,0.87517565,71.89636,0.40594077,0.32149076,0.015239337459206581,0.01371214515529573,0.40594077
150,16,shuffle,-1,0.12808113,0.29048795,0.9359599,72.0355,0.020182304,0.045772687,0.002070871414616704,0.0005436791107058525,0.020182304
151,16,unrelated,247,0.82901037,1.8801951,0.5854952,71.77908,1.7741481,1.6354799,12.464982986450195,12.463455794146284,1.7741481
152,16,unrelated_token,247,0.71064645,1.6117458,0.64467704,71.77117,1.4445724,1.3670306,0.023439891636371613,0.02191269933246076,1.4445724
154,17,paraphrase,-1,0.06745962,0.15299839,0.9662707,71.96532,0.0075125378,-0.0070961416,0.03461867943406105,-0.004150237888097763,0.0075125378
155,17,translate,-1,0.07422724,0.16834736,0.9628868,71.98445,0.009830383,0.008252829,0.03777923434972763,-0.0009896829724311829,0.009830383
156,17,polarity,-1,0.0787334,0.17856732,0.9606338,71.98639,0.012160349,0.01847279,0.02975429594516754,-0.009014621376991272,0.012160349
157,17,vocab,-1,0.10747107,0.24374434,0.946265,71.90018,0.094885014,0.083649814,0.020040443167090416,-0.018728474155068398,0.094885014
158,17,cat,-1,0.59915704,1.3588879,0.7004219,71.88076,1.2088425,1.1987934,4.162012577056885,4.123243659734726,1.2088425
159,17,shuffle,-1,0.07925122,0.17974174,0.96037495,71.948006,0.016594056,0.01964721,0.03948966786265373,0.0007207505404949188,0.016594056
160,17,unrelated,105,0.8237688,1.8683072,0.58811617,71.827545,1.7777959,1.7082127,7.296454906463623,7.257685989141464,1.7777959
161,17,unrelated_token,105,0.68575704,1.5552967,0.65712196,71.75246,1.4650403,1.3952022,2.280005931854248,2.2412370145320892,1.4650403
163,18,paraphrase,-1,0.04563956,0.1035105,0.97718036,72.0937,0.005304514,0.0065480396,0.00886760838329792,-0.0016730241477489471,0.005304514
164,18,translate,-1,0.048407212,0.10978754,0.9757965,72.082855,0.019945897,0.012825079,0.00868171826004982,-0.0018589142709970474,0.019945897
165,18,polarity,-1,0.048688877,0.11042635,0.9756557,72.10863,0.00757045,0.013463892,0.008686114102602005,-0.0018545184284448624,0.00757045
166,18,vocab,-1,0.0752009,0.1705556,0.96239966,72.05117,0.07297759,0.07359315,0.00462321937084198,-0.005917413160204887,0.07297759
167,18,cat,-1,0.39785674,0.9023389,0.80107176,72.143105,0.86724836,0.80537647,2.190298080444336,2.179757447913289,0.86724836
168,18,shuffle,-1,0.051227164,0.116183184,0.9743866,72.1219,0.014005833,0.019220725,0.00830639898777008,-0.002234233543276787,0.014005833
169,18,unrelated,215,0.7395156,1.6772211,0.63024247,71.944916,1.6437368,1.5802586,7.416794300079346,7.406253667548299,1.6437368
170,18,unrelated_token,215,0.669611,1.5186774,0.66519475,71.97469,1.4671593,1.4217149,0.0809422954916954,0.07040166296064854,1.4671593
172,19,paraphrase,-1,0.12935278,0.29337204,0.9353239,71.93535,0.02170854,0.047665656,0.0032979710958898067,-0.0004242975264787674,0.02170854
173,19,translate,-1,0.14053045,0.318723,0.929735,71.94064,0.030791953,0.07301661,0.004484529606997967,0.0007622609846293926,0.030791953
174,19,polarity,-1,0.11780296,0.26717708,0.9410989,71.93699,0.011043493,0.021470696,0.004440216347575188,0.0007179477252066135,0.011043493
175,19,vocab,-1,0.40420064,0.9167269,0.79789984,71.69685,0.61397177,0.6710205,0.007232101634144783,0.003509833011776209,0.61397177
176,19,cat,-1,0.29940525,0.679051,0.8502978,71.67469,0.3824859,0.4333446,0.1666966676712036,0.16297439904883504,0.3824859
177,19,shuffle,-1,0.11994304,0.27203077,0.9400287,71.99823,0.013554475,0.026324391,0.0037893657572567463,6.709713488817215e-05,0.013554475
178,19,unrelated,240,0.7762367,1.7605045,0.611882,71.9097,1.63957,1.5147982,0.3980846703052521,0.3943624016828835,1.63957
179,19,unrelated_token,240,0.6846412,1.5527658,0.6576797,71.824295,1.3625215,1.3070595,0.09621571749448776,0.09249344887211919,1.3625215
181,20,paraphrase,-1,0.18309796,0.4152661,0.90845156,72.13448,0.01948441,0.0070971847,0.07874804735183716,0.01554543524980545,0.01948441
182,20,translate,-1,0.17700455,0.40144622,0.9114982,72.17628,0.017955068,-0.0067226887,0.11777082085609436,0.05456820875406265,0.017955068
183,20,polarity,-1,0.18624195,0.42239666,0.90687937,72.1283,0.0155781135,0.014227748,0.10040798038244247,0.03720536828041077,0.0155781135
184,20,vocab,-1,0.7893346,1.7902105,0.6053332,71.476364,1.4845926,1.3820416,0.6093785166740417,0.54617590457201,1.4845926
185,20,cat,-1,0.7546545,1.7115561,0.6226732,71.65733,1.388335,1.3033872,3.249744415283203,3.1865418031811714,1.388335
186,20,shuffle,-1,0.18071745,0.4098671,0.9096416,72.1693,0.0026493282,0.0016981959,0.06338108330965042,0.00017847120761871338,0.0026493282
187,20,unrelated,58,1.2361273,2.8035362,0.3819368,71.920296,2.5884616,2.3953671,2.2408370971679688,2.177634485065937,2.5884616
188,20,unrelated_token,58,1.0905263,2.4733133,0.4547375,71.86333,2.223638,2.0651445,0.6728242039680481,0.6096215918660164,2.223638
190,21,paraphrase,-1,0.15143946,0.3434646,0.92428046,71.77256,0.011451099,0.007318914,0.02728363871574402,-0.003301195800304413,0.011451099
191,21,translate,-1,0.15438904,0.35015428,0.9228058,71.77474,0.01275239,0.014008582,0.02999604493379593,-0.0005887895822525024,0.01275239
192,21,polarity,-1,0.15245736,0.34577322,0.92377174,71.8145,0.004455653,0.009627521,0.032443027943372726,0.001858193427324295,0.004455653
193,21,vocab,-1,0.24545202,0.5566851,0.87727433,71.74009,0.28102213,0.22053939,0.06828319281339645,0.03769835829734802,0.28102213
194,21,cat,-1,0.42055407,0.9538165,0.78972304,71.77378,0.79102135,0.6176708,4.600783824920654,4.570198990404606,0.79102135
195,21,shuffle,-1,0.15392616,0.34910446,0.923037,71.80006,0.022538183,0.012958765,0.027196668088436127,-0.0033881664276123047,0.022538183
196,21,unrelated,251,0.65978426,1.4963905,0.670108,71.89273,1.2713006,1.1602447,0.9215664863586426,0.8909816518425941,1.2713006
197,21,unrelated_token,251,0.5867993,1.3308606,0.70660037,71.7806,1.1188203,0.9947149,0.08455797284841537,0.05397313833236694,1.1188203
199,22,paraphrase,-1,0.07554033,0.17132543,0.96223,72.0565,0.0075462447,-0.0025301725,0.0796578899025917,-0.012373894453048706,0.0075462447
200,22,translate,-1,0.09534991,0.21625355,0.9523252,72.05698,0.028197737,0.042397946,0.06761708855628967,-0.02441469579935074,0.028197737
201,22,polarity,-1,0.07716061,0.17500024,0.96141994,72.07551,0.006579309,0.0011446327,0.11405263841152191,0.0220208540558815,0.006579309
202,22,vocab,-1,0.13067473,0.29637024,0.9346627,71.84017,0.15354015,0.122514635,0.0214836485683918,-0.07054813578724861,0.15354015
203,22,cat,-1,0.29590535,0.6711132,0.8520475,72.05916,0.4742808,0.4972576,5.94892692565918,5.856895141303539,0.4742808
204,22,shuffle,-1,0.0854014,0.19369034,0.95729953,72.039276,0.026362803,0.019834742,0.07225703448057175,-0.019774749875068665,0.026362803
205,22,unrelated,130,0.830095,1.882655,0.5849526,71.99268,1.8021278,1.7087994,17.544872283935547,17.452840499579906,1.8021278
206,22,unrelated_token,130,0.76537985,1.7358812,0.61731005,71.92139,1.6680444,1.5620255,17.590681076049805,17.498649291694164,1.6680444
208,23,paraphrase,-1,0.19155535,0.43444744,0.9042228,71.84058,0.04589186,0.03479573,0.17774036526679993,0.030769765377044678,0.04589186
209,23,translate,-1,0.19749448,0.44791737,0.90125316,71.914314,0.06164575,0.048265666,0.15287739038467407,0.005906790494918823,0.06164575
210,23,polarity,-1,0.18691118,0.42391446,0.9065449,71.91467,0.024191251,0.024262756,0.12133584171533585,-0.025634758174419403,0.024191251
211,23,vocab,-1,0.2650363,0.60110223,0.8674822,71.81854,0.23235026,0.20145053,0.22612720727920532,0.07915660738945007,0.23235026
212,23,cat,-1,0.5011479,1.1366032,0.7494264,71.73565,0.90661395,0.73695153,2.5074522495269775,2.3604816496372223,0.90661395
213,23,shuffle,-1,0.2116977,0.48013029,0.89415133,71.867226,0.054618593,0.08047858,0.1049744039773941,-0.041996195912361145,0.054618593
214,23,unrelated,112,0.8332492,1.8898089,0.58337563,71.86492,1.7046647,1.4901571,3.81565523147583,3.668684631586075,1.7046647
215,23,unrelated_token,112,0.66561043,1.5096042,0.66719496,71.680176,1.2935888,1.1099524,0.6662984490394592,0.519327849149704,1.2935888
217,24,paraphrase,-1,0.06852752,0.15542038,0.9657367,72.0939,0.0070205512,0.0049019754,0.0005105832824483514,0.00011261535109952092,0.0070205512
218,24,translate,-1,0.07206216,0.16343693,0.9639693,72.10324,0.010900065,0.012918532,0.00036707648541778326,-3.08914459310472e-05,0.010900065
219,24,polarity,-1,0.06812606,0.15450987,0.9659374,72.12253,0.0064585777,0.0039914697,0.002220821799710393,0.0018228538683615625,0.0064585777
220,24,vocab,-1,0.11024368,0.2500326,0.94487864,72.000275,0.10074899,0.0995142,0.004930040333420038,0.004532072402071208,0.10074899
