vid,idx,kind,claim_id,mse_nrm,L_h,cos,r_norm,dist_to_orig,dL_h,L_o,dL_o,sim_to_orig,lex,dist
1099,68,unrelated,241,0.87339514,1.9808598,0.56330276,72.12821,1.7383006,1.6607223,8.327971458435059,8.314577361568809,0.2730833799664242,0.7269166200335758,1.7383006
1109,69,paraphrase,-1,0.09941757,0.22547899,0.95029145,71.97394,0.0019837178,0.0069256723,0.011345375329256058,0.0006262119859457016,0.9651442307692307,0.034855769230769273,0.0019837178
1110,69,translate,-1,0.106080174,0.24058978,0.94696015,71.97669,0.0151441125,0.022036463,0.009585303254425526,-0.0011338600888848305,0.5825352112676057,0.41746478873239434,0.0151441125
1111,69,polarity,-1,0.104074456,0.23604082,0.947963,71.97524,0.0036337802,0.017487496,0.013141323812305927,0.002422160468995571,0.9741176470588235,0.025882352941176467,0.0036337802
1112,69,vocab,-1,0.102063656,0.23148033,0.94896847,71.956825,0.008045709,0.012927011,0.014301847666501999,0.0035826843231916428,0.9722891566265061,0.027710843373493943,0.008045709
1113,69,cat,6,0.2965774,0.6726374,0.85171163,71.991585,0.54888093,0.4540841,1.9912117719650269,1.9804926086217165,0.9892215568862276,0.010778443113772407,0.54888093
1114,69,shuffle,-1,0.11299205,0.2562659,0.943504,72.004684,0.010272842,0.03771259,0.015685223042964935,0.004966059699654579,0.8028846153846154,0.19711538461538458,0.010272842
1115,69,unrelated,118,0.78484315,1.7800239,0.6075786,72.06656,1.7109349,1.5614706,9.188801765441895,9.178082602098584,0.19817629179331306,0.8018237082066869,1.7109349
1125,70,paraphrase,-1,0.2301754,0.52203774,0.88491255,71.62553,0.0008533311,0.0076858997,0.07971562445163727,0.001086607575416565,0.9762532981530343,0.0237467018469657,0.0008533311
1126,70,translate,-1,0.22570698,0.51190335,0.88714683,71.62003,0.012283036,-0.0024484992,0.04913743585348129,-0.02949158102273941,0.6405552801189885,0.35944471988101145,0.012283036
1127,70,polarity,-1,0.24164036,0.5480402,0.8791802,71.613,0.005799382,0.033688366,0.04897284880280495,-0.029656168073415756,0.991578947368421,0.008421052631578996,0.005799382
1128,70,vocab,-1,0.22262064,0.5049035,0.88869,71.61985,0.0027379019,-0.0094483495,0.06052794307470322,-0.018101073801517487,0.9809119830328739,0.019088016967126142,0.0027379019
1129,70,cat,-1,0.41162485,0.93356496,0.7941881,71.6068,0.30389148,0.41921312,2.3201286792755127,2.241499662399292,0.9925611052072264,0.007438894792773598,0.30389148
1130,70,shuffle,-1,0.26315206,0.59682876,0.86842424,71.66099,0.07087685,0.082476914,0.013033438473939896,-0.06559557840228081,0.6454352441613588,0.3545647558386412,0.07087685
1131,70,unrelated,110,1.1460656,2.5992763,0.42696735,72.05148,2.5002253,2.0849245,8.647154808044434,8.568525791168213,0.25386996904024767,0.7461300309597523,2.5002253
1141,71,paraphrase,-1,0.05687008,0.12898132,0.9715653,72.092766,0.0002543465,-0.0011211038,0.013230953365564346,3.746896982192993e-05,0.9792284866468842,0.020771513353115778,0.0002543465
1142,71,translate,-1,0.058395993,0.13244209,0.9708023,72.09106,0.0047393334,0.0023396611,0.010015906766057014,-0.003177577629685402,0.6263982102908278,0.37360178970917224,0.0047393334
1143,71,polarity,-1,0.056722343,0.12864625,0.9716393,72.09532,0.0008182703,-0.0014561713,0.013289272785186768,9.57883894443512e-05,0.9870740305522914,0.01292596944770863,0.0008182703
1144,71,vocab,-1,0.05874733,0.13323891,0.9706267,72.1021,0.0017371005,0.0031364858,0.01306782104074955,-0.00012566335499286652,0.9773539928486293,0.022646007151370662,0.0017371005
1145,71,cat,2,0.21080875,0.47811416,0.8945961,72.08712,0.38291502,0.34801173,1.008149266242981,0.9949557818472385,0.9964285714285714,0.0035714285714285587,0.38291502
1146,71,shuffle,-1,0.058271,0.13215859,0.97086483,72.10449,0.017651029,0.0020561665,0.01908443123102188,0.005890946835279465,0.5719381688466112,0.4280618311533888,0.017651029
1147,71,unrelated,225,0.9010302,2.043536,0.54948515,72.04606,1.919979,1.9134336,5.304921627044678,5.291728142648935,0.2097246631517282,0.7902753368482718,1.919979
1157,72,paraphrase,-1,0.07092633,0.16086088,0.96453726,71.99358,0.0009914926,0.003776744,0.07012563943862915,0.00014533847570419312,0.9752501316482359,0.02474986835176407,0.0009914926
1158,72,translate,-1,0.07658895,0.1737037,0.961706,71.9458,0.008914555,0.016619563,0.0798666924238205,0.009886391460895538,0.6996501749125438,0.3003498250874562,0.008914555
1159,72,polarity,-1,0.070564285,0.16003977,0.96471834,71.99168,0.0010498291,0.0029556304,0.07367482781410217,0.0036945268511772156,0.9854922279792746,0.014507772020725396,0.0010498291
1160,72,vocab,-1,0.072794914,0.16509883,0.96360284,71.99101,0.007328336,0.008014694,0.06968985497951508,-0.0002904459834098816,0.9768664563617245,0.023133543638275467,0.007328336
1161,72,cat,4,0.40002435,0.90725505,0.7999884,71.998604,0.8138054,0.75017095,5.358994483947754,5.289014182984829,0.993717277486911,0.006282722513089034,0.8138054
1162,72,shuffle,-1,0.0726348,0.16473569,0.9636831,72.00571,0.0103882095,0.0076515526,0.07457712292671204,0.004596821963787079,0.8247639034627492,0.1752360965372508,0.0103882095
1163,72,unrelated,100,0.69579977,1.5780736,0.6521006,71.96929,1.4995629,1.4209895,6.6115241050720215,6.5415438041090965,0.1935846933033202,0.8064153066966798,1.4995629
1173,73,paraphrase,-1,0.08299647,0.18823597,0.95850223,71.771484,0.00057491526,-0.0058355927,0.02541864477097988,0.0007036924362182617,0.9669421487603306,0.03305785123966942,0.00057491526
1174,73,translate,-1,0.09399625,0.21318345,0.95300245,71.74525,0.0128776,0.019111887,0.028811069205403328,0.004096116870641708,0.6428571428571429,0.3571428571428571,0.0128776
1175,73,polarity,-1,0.08989376,0.203879,0.95505375,71.77994,0.002750569,0.009807438,0.0253538079559803,0.0006388556212186813,0.9807106598984772,0.019289340101522834,0.002750569
1176,73,vocab,-1,0.081735335,0.1853757,0.95913297,71.77449,0.0021333664,-0.008695856,0.022523442283272743,-0.0021915100514888763,0.9690402476780186,0.03095975232198145,0.0021333664
1177,73,cat,-1,0.311623,0.7067608,0.84418917,71.634796,0.46440595,0.51268923,0.5982194542884827,0.573504501953721,0.9948506694129763,0.005149330587023715,0.46440595
1178,73,shuffle,-1,0.08791807,0.19939815,0.9560415,71.77459,0.002940076,0.005326584,0.02768881805241108,0.00297386571764946,0.8247422680412371,0.17525773195876293,0.002940076
1179,73,unrelated,1,0.72795033,1.6509911,0.63602567,71.91234,1.6102551,1.4569196,7.2500739097595215,7.22535895742476,0.17587373167981962,0.8241262683201804,1.6102551
1189,74,paraphrase,-1,0.038552236,0.08743645,0.9807243,72.12408,0.00038106545,0.00048947334,0.015014231204986572,0.00024674832820892334,0.972193614830072,0.02780638516992795,0.00038106545
1190,74,translate,-1,0.046921603,0.10641818,0.9765395,72.073425,0.011871398,0.019471198,0.01775471866130829,0.0029872357845306396,0.648023143683703,0.35197685631629705,0.011871398
1191,74,polarity,-1,0.03809445,0.08639819,0.98095316,72.14519,0.0026129948,-0.0005487874,0.013541478663682938,-0.0012260042130947113,0.9797775530839231,0.020222446916076886,0.0026129948
1192,74,vocab,-1,0.04360995,0.09890735,0.97819555,72.12627,0.0047516515,0.011960372,0.015028927475214005,0.0002614445984363556,0.9710444674250258,0.028955532574974185,0.0047516515
1193,74,cat,3,0.37142462,0.84239084,0.81428796,72.09187,0.80842817,0.7554439,7.559943199157715,7.545175716280937,0.9891808346213292,0.010819165378670781,0.80842817
1194,74,shuffle,-1,0.039342098,0.08922786,0.9803293,72.111206,0.0033059027,0.0022808835,0.01613505929708481,0.0013675764203071594,0.7901234567901234,0.2098765432098766,0.0033059027
1195,74,unrelated,246,0.66504663,1.5083255,0.66747695,72.02757,1.441713,1.4213785,7.500279903411865,7.485512420535088,0.2159827213822894,0.7840172786177106,1.441713
1205,75,paraphrase,-1,0.108320996,0.24567197,0.94583946,71.98384,0.0019482245,0.008217543,0.053176820278167725,-0.00824505090713501,0.9754464285714286,0.024553571428571397,0.0019482245
1206,75,translate,-1,0.1023378,0.23210208,0.94883144,71.97413,0.008475226,-0.005352348,0.05305425822734833,-0.008367612957954407,0.6856840993132594,0.31431590068674065,0.008475226
1207,75,polarity,-1,0.104916595,0.23795079,0.9475418,72.00755,0.0010111893,0.0004963577,0.05364824831485748,-0.0077736228704452515,0.9823982398239824,0.017601760176017556,0.0010111893
1208,75,vocab,-1,0.10695909,0.24258317,0.9465207,72.00611,0.0054907682,0.0051287413,0.09977065771818161,0.038348786532878876,0.975363941769317,0.024636058230683044,0.0054907682
1209,75,cat,5,0.44246688,1.0035146,0.77876675,71.89601,0.8443481,0.76606023,6.77006196975708,6.708640098571777,0.9775533108866442,0.02244668911335579,0.8443481
1210,75,shuffle,-1,0.10360422,0.23497432,0.9481981,71.96801,0.009283842,-0.0024801046,0.04654473811388016,-0.014877133071422577,0.7700892857142857,0.2299107142857143,0.009283842
1211,75,unrelated,7,0.6771284,1.5357269,0.661436,71.77696,1.3877854,1.2982725,2.9560790061950684,2.8946571350097656,0.19693654266958424,0.8030634573304157,1.3877854
1221,76,paraphrase,-1,0.22405255,0.50815105,0.88797396,71.98097,0.0008071387,-0.011986375,0.0032886993139982224,0.0013864395441487432,0.9861194930597466,0.013880506940253445,0.0008071387
1222,76,translate,-1,0.20745933,0.47051767,0.89627063,71.931046,0.029722815,-0.049619764,0.001964191673323512,6.193190347403288e-05,0.7306791569086651,0.26932084309133486,0.029722815
1223,76,polarity,-1,0.23281546,0.5280253,0.8835927,71.97858,0.0020192915,0.0078879,0.0019079125486314297,5.652778781950474e-06,0.9827483640690066,0.017251635930993436,0.0020192915
1224,76,vocab,-1,0.22579029,0.5120923,0.8871053,71.99093,0.0063979207,-0.008045137,0.0032780729234218597,0.0013758131535723805,0.9818840579710145,0.018115942028985477,0.0063979207
1225,76,cat,5,0.4143533,0.9397531,0.7928236,71.89046,0.76065516,0.4196157,1.1899709701538086,1.1880687103839591,0.984875983061101,0.015124016938898976,0.76065516
1226,76,shuffle,-1,0.23835202,0.54058224,0.8808244,71.96311,0.029643053,0.02044481,0.0009494788246229291,-0.0009527809452265501,0.6839565741857659,0.31604342581423406,0.029643053
1227,76,unrelated,28,0.8823783,2.0012336,0.5588111,71.86037,1.8756183,1.4810961,7.54867696762085,7.546774707851,0.23113207547169812,0.7688679245283019,1.8756183
1237,77,paraphrase,-1,0.07144185,0.16203009,0.96427923,71.81114,0.0011212442,-0.00222902,0.011785606853663921,0.003044028766453266,0.9616045845272206,0.03839541547277936,0.0011212442
1238,77,translate,-1,0.06846483,0.1552782,0.96576774,71.806786,0.018779052,-0.0089809,0.005027910694479942,-0.003713667392730713,0.5473908413205538,0.4526091586794462,0.018779052
1239,77,polarity,-1,0.07434962,0.16862491,0.9628253,71.82787,0.0017693788,0.004365802,0.008230820298194885,-0.00051075778901577,0.9804141018466704,0.019585898153329562,0.0017693788
1240,77,vocab,-1,0.07033865,0.15952803,0.96483064,71.82242,0.0018141554,-0.004731074,0.008507014252245426,-0.00023456383496522903,0.9685174585002863,0.031482541499713745,0.0018141554
1241,77,cat,3,0.33351803,0.75641876,0.8332411,71.83984,0.60733056,0.5921596,1.1668310165405273,1.1580894384533167,0.9914529914529915,0.008547008547008517,0.60733056
1242,77,shuffle,-1,0.07855579,0.1781645,0.96072227,71.81813,0.009927733,0.013905391,0.013982750475406647,0.0052411723881959915,0.726962457337884,0.273037542662116,0.009927733
1243,77,unrelated,210,0.78368855,1.7774053,0.60815585,71.863846,1.8458748,1.6131462,4.8814239501953125,4.872682372108102,0.29938786867000555,0.7006121313299944,1.8458748
1253,78,paraphrase,-1,0.062767774,0.14235729,0.9686164,72.050835,0.0005315479,0.0008238405,0.07784055918455124,-3.349781036376953e-05,0.9722076560041951,0.02779234399580488,0.0005315479
1254,78,translate,-1,0.063522905,0.14406992,0.96823865,72.02844,0.0104359845,0.0025364757,0.06224510073661804,-0.015628956258296967,0.6450344149459194,0.3549655850540806,0.0104359845
1255,78,polarity,-1,0.06308268,0.14307149,0.96845883,72.052864,0.0031831746,0.0015380383,0.04611872136592865,-0.03175533562898636,0.9819308208569953,0.018069179143004654,0.0031831746
1256,78,vocab,-1,0.063897535,0.14491957,0.9680514,72.04848,0.002409582,0.003386125,0.06482817977666855,-0.01304587721824646,0.9753280839895013,0.024671916010498673,0.002409582
1257,78,cat,3,0.5009386,1.1361285,0.7495309,71.87162,1.062017,0.9945951,7.79775333404541,7.719879277050495,0.9857369255150554,0.014263074484944571,1.062017
1258,78,shuffle,-1,0.06419821,0.14560151,0.96790135,72.05168,0.013549334,0.0040680617,0.0303792804479599,-0.04749477654695511,0.8354297693920335,0.1645702306079665,0.013549334
1259,78,unrelated,128,0.77544147,1.7587008,0.6122793,71.88198,1.7469828,1.6171674,11.03482437133789,10.956950314342976,0.26970033296337403,0.730299667036626,1.7469828
1269,79,paraphrase,-1,0.056547172,0.12824896,0.9717269,72.3317,0.00040282647,0.0008198023,0.05493500083684921,-0.0006634220480918884,0.9675898644667059,0.03241013553329408,0.00040282647
1270,79,translate,-1,0.055921458,0.12682985,0.9720398,72.33366,0.0062587564,-0.0005993098,0.052532799541950226,-0.0030656233429908752,0.6808988764044944,0.3191011235955056,0.0062587564
1271,79,polarity,-1,0.05718698,0.12970005,0.9714068,72.35044,0.000943996,0.0022708923,0.05654989182949066,0.0009514689445495605,0.988895382817066,0.011104617182933985,0.000943996
1272,79,vocab,-1,0.05993619,0.13593525,0.9700322,72.33256,0.003803112,0.008506089,0.055823009461164474,0.0002245865762233734,0.9726516052318668,0.027348394768133222,0.003803112
1273,79,cat,-1,0.28847602,0.6542635,0.8557623,71.91473,0.5325307,0.52683437,1.402125597000122,1.346527174115181,0.9834319526627219,0.016568047337278125,0.5325307
1274,79,shuffle,-1,0.056621008,0.12841642,0.97168964,72.344215,0.014556423,0.0009872615,0.045399680733680725,-0.010198742151260376,0.564344746162928,0.43565525383707204,0.014556423
1275,79,unrelated,231,0.85042274,1.9287584,0.574789,71.807495,1.8729849,1.8013293,6.879289150238037,6.823690727353096,0.21749408983451538,0.7825059101654847,1.8729849
1285,80,paraphrase,-1,0.114544846,0.25978765,0.94272774,72.01137,0.00057566626,0.00092869997,0.13702279329299927,-0.026384204626083374,0.9721329046087889,0.027867095391211127,0.00057566626
1286,80,translate,-1,0.12119125,0.2748617,0.9394044,72.035,0.009790807,0.016002744,0.1397647261619568,-0.023642271757125854,0.629080118694362,0.370919881305638,0.009790807
1287,80,polarity,-1,0.11649573,0.26421225,0.94175225,72.01905,0.004127706,0.0053533018,0.11492344737052917,-0.04848355054855347,0.9811122770199371,0.018887722980062915,0.004127706
1288,80,vocab,-1,0.11211352,0.2542734,0.9439433,72.01724,0.0028999352,-0.0045855343,0.1682916283607483,0.004884630441665649,0.9657387580299786,0.03426124197002145,0.0028999352
1289,80,cat,-1,0.54709923,1.2408208,0.7264504,71.96485,1.0509673,0.98196185,4.259862422943115,4.096455425024033,0.9946751863684771,0.005324813631522929,1.0509673
1290,80,shuffle,-1,0.11483212,0.2604392,0.9425843,72.00027,0.019036662,0.0015802383,0.20149552822113037,0.03808853030204773,0.8166311300639659,0.18336886993603407,0.019036662
1291,80,unrelated,222,0.7518152,1.7051165,0.62409234,72.019035,1.5912174,1.4462576,5.525758743286133,5.36235174536705,0.29067930489731436,0.7093206951026856,1.5912174
1301,81,paraphrase,-1,0.08896959,0.20178299,0.9555156,71.91717,0.0006888605,-0.0021421611,0.027948161587119102,0.0005925949662923813,0.9630471859010802,0.03695281409891982,0.0006888605
1302,81,translate,-1,0.11048411,0.2505779,0.9447582,71.90779,0.057565797,0.04665275,0.03623254597187042,0.008876979351043701,0.544702842377261,0.45529715762273903,0.057565797
1303,81,polarity,-1,0.08969655,0.20343174,0.95515215,71.91879,0.0036913108,-0.00049340725,0.026913784444332123,-0.0004417821764945984,0.9743303571428571,0.025669642857142905,0.0036913108
1304,81,vocab,-1,0.090361096,0.20493892,0.9548196,71.92168,0.0053519355,0.0010137707,0.035598330199718475,0.008242763578891754,0.9635949943117179,0.03640500568828209,0.0053519355
1305,81,cat,3,0.3158092,0.7162551,0.8420958,71.81273,0.59594846,0.51233,4.2145256996154785,4.187170132994652,0.9844738355376653,0.01552616446233468,0.59594846
1306,81,shuffle,-1,0.090309724,0.20482242,0.9548456,71.90457,0.013592693,0.0008972734,0.034499652683734894,0.007144086062908173,0.7856328392246295,0.21436716077537055,0.013592693
1307,81,unrelated,229,0.7598518,1.7233436,0.62007457,71.91431,1.58643,1.5194185,3.4130358695983887,3.385680302977562,0.17522321428571427,0.8247767857142857,1.58643
1317,82,paraphrase,-1,0.069063164,0.15663522,0.96546894,71.84636,0.0005819189,0.0006509125,0.01162000373005867,0.00011244043707847595,0.9625489100055897,0.03745108999441027,0.0005819189
1318,82,translate,-1,0.06875936,0.1559462,0.96562064,71.87632,0.008159564,-3.811717e-05,0.019559122622013092,0.008051559329032898,0.6460883448642896,0.35391165513571043,0.008159564
1319,82,polarity,-1,0.06606643,0.14983863,0.96696705,71.85574,0.0062382375,-0.006145686,0.012908343225717545,0.0014007799327373505,0.9841095890410959,0.01589041095890409,0.0062382375
1320,82,vocab,-1,0.070472345,0.15983124,0.96476406,71.83358,0.0019024704,0.0038469285,0.012897998094558716,0.0013904348015785217,0.9671309192200557,0.032869080779944326,0.0019024704
1321,82,cat,3,0.38134283,0.8648854,0.80932903,71.7949,0.69693696,0.70890105,0.8727467060089111,0.8612391427159309,0.9882615986584684,0.01173840134153159,0.69693696
1322,82,shuffle,-1,0.06547464,0.14849645,0.96726304,71.87946,0.034812815,-0.0074878633,0.017710063606500626,0.0062025003135204315,0.5583982202447163,0.4416017797552837,0.034812815
1323,82,unrelated,72,0.80577195,1.8274904,0.59711415,71.98497,1.6661334,1.6715062,5.638189315795898,5.626681752502918,0.2084233261339093,0.7915766738660908,1.6661334
1333,83,paraphrase,-1,0.09357216,0.21222162,0.9532145,72.01281,0.00091277447,-0.0011461079,0.010565380565822124,0.00042061787098646164,0.9721212121212122,0.027878787878787836,0.00091277447
1334,83,translate,-1,0.095426515,0.2164273,0.9522871,72.00567,0.00833121,0.003059566,0.01142851635813713,0.001283753663301468,0.6271855611957134,0.37281443880428655,0.00833121
1335,83,polarity,-1,0.09439115,0.2140791,0.95280486,72.0004,0.0013115411,0.00071136653,0.01006507407873869,-7.968861609697342e-05,0.9821215733015495,0.017878426698450522,0.0013115411
1336,83,vocab,-1,0.094532184,0.21439895,0.95273405,72.00971,0.0033386236,0.00103122,0.009576668962836266,-0.0005680937319993973,0.9757575757575757,0.024242424242424288,0.0033386236
1337,83,cat,-1,0.29279605,0.6640613,0.8536026,72.0148,0.5103991,0.45069358,8.642814636230469,8.632669873535633,0.9945619335347432,0.005438066465256797,0.5103991
1338,83,shuffle,-1,0.09444385,0.2141986,0.9527785,71.97234,0.015218317,0.00083087385,0.010648082941770554,0.0005033202469348907,0.6537530266343826,0.3462469733656174,0.015218317
1339,83,unrelated,151,0.8534771,1.9356858,0.57326186,71.82415,1.911448,1.722318,5.692195415496826,5.6820506528019905,0.31469740634005766,0.6853025936599424,1.911448
1349,84,paraphrase,-1,0.0732884,0.16621807,0.963356,72.13608,0.00045180912,-8.325279e-05,0.004750379361212254,-0.0005179066210985184,0.9688073394495413,0.031192660550458662,0.00045180912
1350,84,translate,-1,0.0753417,0.17087494,0.96232945,72.10838,0.019599391,0.0045736134,0.0065589528530836105,0.0012906668707728386,0.6749156355455568,0.3250843644544432,0.019599391
1351,84,polarity,-1,0.076103,0.17260158,0.9619487,72.12934,0.0014806736,0.0063002557,0.005169279873371124,-9.900610893964767e-05,0.9830917874396136,0.016908212560386437,0.0014806736
1352,84,vocab,-1,0.07483197,0.16971888,0.9625843,72.135475,0.0016455338,0.0034175515,0.004414157941937447,-0.0008541280403733253,0.9724433557868953,0.027556644213104664,0.0016455338
1353,84,cat,3,0.53010213,1.2022715,0.7349492,72.17556,1.2727509,1.0359701,10.905219078063965,10.899950792081654,0.9870928088506453,0.01290719114935468,1.2727509
1354,84,shuffle,-1,0.09506254,0.2156018,0.9524691,72.07962,0.035128783,0.049300477,0.008815796114504337,0.0035475101321935654,0.558679706601467,0.44132029339853296,0.035128783
1355,84,unrelated,198,0.8351452,1.8941089,0.5824278,71.98286,1.8600985,1.7278075,10.61198902130127,10.606720735318959,0.2603619381202569,0.7396380618797431,1.8600985
1365,85,paraphrase,-1,0.10390886,0.23566525,0.9480458,72.022514,0.0008283944,-0.0023526251,0.008935489691793919,0.0028572496958076954,0.9743888242142026,0.025611175785797413,0.0008283944
1366,85,translate,-1,0.16335651,0.3704925,0.9183223,72.027016,0.06258848,0.13247462,0.007368936203420162,0.001290696207433939,0.5576719576719577,0.44232804232804235,0.06258848
1367,85,polarity,-1,0.102260016,0.23192567,0.94887036,72.005585,0.003077326,-0.0060922056,0.005539521109312773,-0.0005387188866734505,0.9721115537848606,0.027888446215139417,0.003077326
1368,85,vocab,-1,0.11598792,0.26306054,0.94200635,71.99954,0.0053584557,0.025042668,0.006297880783677101,0.00021964078769087791,0.9732246798603027,0.0267753201396973,0.0053584557
1369,85,cat,-1,0.4862753,1.1028721,0.75686246,71.74833,0.8359764,0.8648543,1.454915165901184,1.4488369259051979,0.9894490035169988,0.010550996483001174,0.8359764
1370,85,shuffle,-1,0.10639491,0.24130361,0.946803,71.99327,0.010031546,0.0032857358,0.00504032289609313,-0.0010379170998930931,0.8230500582072177,0.17694994179278234,0.010031546
1371,85,unrelated,125,0.87387973,1.9819589,0.5630606,71.9246,1.800348,1.743941,1.1828356981277466,1.1767574581317604,0.2021952628538417,0.7978047371461583,1.800348
1381,86,paraphrase,-1,0.122345924,0.2774805,0.9388275,72.08368,0.0012043952,-0.00030177832,0.019849851727485657,-0.0015014894306659698,0.980327868852459,0.01967213114754096,0.0012043952
1382,86,translate,-1,0.122146055,0.2770272,0.9389273,72.08397,0.013666724,-0.00075510144,0.020408160984516144,-0.0009431801736354828,0.6611226611226612,0.33887733887733884,0.013666724
1383,86,polarity,-1,0.123454355,0.27999443,0.93827313,72.08251,0.0025960542,0.002212137,0.02184353396296501,0.000492192804813385,0.9817792068595927,0.018220793140407254,0.0025960542
1384,86,vocab,-1,0.12283573,0.2785914,0.93858254,72.08792,0.0026115675,0.00080910325,0.02056628093123436,-0.0007850602269172668,0.9782135076252724,0.02178649237472763,0.0026115675
1385,86,cat,-1,0.29240707,0.6631791,0.8537969,71.97838,0.4107847,0.3853968,2.7628424167633057,2.741491075605154,0.9967355821545157,0.0032644178454842576,0.4107847
1386,86,shuffle,-1,0.14608458,0.33131975,0.9269582,72.1017,0.09117875,0.05353746,0.02103630267083645,-0.0003150384873151779,0.6652173913043479,0.33478260869565213,0.09117875
1387,86,unrelated,104,0.88083345,1.9977299,0.5595836,72.04783,1.8339119,1.7199476,5.508301258087158,5.486949916929007,0.1905286343612335,0.8094713656387665,1.8339119
1397,87,paraphrase,-1,0.092014395,0.2086886,0.95399314,72.01949,0.00223056,0.0035169274,0.014651613309979439,-0.0017389468848705292,0.9562087582483503,0.04379124175164972,0.00223056
1398,87,translate,-1,0.09879933,0.22407684,0.9506004,72.01159,0.008386914,0.018905163,0.02061997726559639,0.004229417070746422,0.6306818181818182,0.36931818181818177,0.008386914
1399,87,polarity,-1,0.092681244,0.21020103,0.95365965,72.00678,0.0033238614,0.0050293505,0.01804516464471817,0.0016546044498682022,0.9731621936989499,0.02683780630105015,0.0033238614
1400,87,vocab,-1,0.09584173,0.21736899,0.9520793,72.026596,0.003849932,0.012197316,0.0157114677131176,-0.0006790924817323685,0.9593301435406698,0.04066985645933019,0.003849932
1401,87,cat,-1,0.45260525,1.0265085,0.7736978,71.88214,0.80714315,0.82133675,2.5802104473114014,2.5638198871165514,0.9832535885167464,0.01674641148325362,0.80714315
1402,87,shuffle,-1,0.10055363,0.2280556,0.9497233,71.99134,0.018272504,0.022883922,0.01775755174458027,0.001366991549730301,0.7899761336515513,0.21002386634844872,0.018272504
1403,87,unrelated,103,0.81710374,1.8531909,0.5914481,72.151245,1.6926165,1.6480192,9.445209503173828,9.428818942978978,0.23812316715542522,0.7618768328445747,1.6926165
1413,88,paraphrase,-1,0.05818523,0.13196407,0.9709078,71.84652,0.0006013671,-0.00032685697,0.008815860375761986,0.0007922705262899399,0.9723991507430998,0.027600849256900206,0.0006013671
1414,88,translate,-1,0.061263103,0.13894469,0.96936876,71.81842,0.012173437,0.006653756,0.012073969468474388,0.004050379619002342,0.6476476476476476,0.3523523523523524,0.012173437
1415,88,polarity,-1,0.060074985,0.13625003,0.96996266,71.85351,0.0060008056,0.0039591044,0.00985031109303236,0.0018267212435603142,0.9827134625458355,0.01728653745416453,0.0060008056
1416,88,vocab,-1,0.06322795,0.14340097,0.9683863,71.85277,0.003907128,0.011110038,0.012188572436571121,0.004164982587099075,0.9782030834662414,0.021796916533758592,0.003907128
1417,88,cat,3,0.32566816,0.7386152,0.8371665,71.47319,0.6291563,0.6063243,4.90037727355957,4.892353683710098,0.98068669527897,0.01931330472102999,0.6291563
1418,88,shuffle,-1,0.058490954,0.13265745,0.97075486,71.842674,0.014123748,0.00036652386,0.01315911952406168,0.005135529674589634,0.6227417640807651,0.3772582359192349,0.014123748
1419,88,unrelated,157,0.8513932,1.9309595,0.5743038,72.04887,1.8047707,1.7986685,5.890270709991455,5.882247120141983,0.20331491712707184,0.7966850828729282,1.8047707
1429,89,paraphrase,-1,0.046769068,0.106072225,0.97661567,71.92971,0.00028248495,0.000177823,0.0634208470582962,-0.0005006790161132812,0.9855407750144592,0.014459224985540753,0.00028248495
1430,89,translate,-1,0.04736819,0.10743104,0.97631603,71.92063,0.0071643326,0.0015366375,0.05562842637300491,-0.008293099701404572,0.6059036768513724,0.39409632314862764,0.0071643326
1431,89,polarity,-1,0.048704125,0.11046094,0.97564816,71.926346,0.0017160417,0.0045665354,0.07701633125543594,0.013094805181026459,0.978433598183882,0.02156640181611802,0.0017160417
1432,89,vocab,-1,0.045171227,0.10244832,0.9774145,71.92133,0.0023817902,-0.0034460798,0.05623546242713928,-0.007686063647270203,0.9820705610179294,0.017929438982070556,0.0023817902
1433,89,cat,4,0.31325537,0.71046305,0.8433726,71.947174,0.6426659,0.60456866,5.362048149108887,5.298126623034477,0.9860788863109049,0.0139211136890951,0.6426659
1434,89,shuffle,-1,0.054497074,0.12359934,0.9727516,71.942604,0.029558415,0.017704941,0.05302644893527031,-0.010895077139139175,0.5889145496535797,0.4110854503464203,0.029558415
1435,89,unrelated,189,0.8185264,1.8564175,0.59073687,71.874214,1.8256171,1.7505231,6.755145072937012,6.691223546862602,0.13505908835115363,0.8649409116488463,1.8256171
1445,90,paraphrase,-1,0.044354778,0.100596614,0.9778231,72.07182,0.0016933673,-0.0019636974,0.0013724076561629772,-0.0006039871368557215,0.9681386249301286,0.03186137506987141,0.0016933673
1446,90,translate,-1,0.05099376,0.11565382,0.97450364,72.07644,0.013702816,0.013093509,0.002960509853437543,0.0009841150604188442,0.6056191467221644,0.39438085327783556,0.013702816
1447,90,polarity,-1,0.044927653,0.1018959,0.9775365,72.07731,0.0012109054,-0.000664413,0.0036038244143128395,0.0016274296212941408,0.9811738648947951,0.018826135105204922,0.0012109054
1448,90,vocab,-1,0.045135118,0.102366425,0.9774331,72.07252,0.0011999053,-0.00019388646,0.0035571474581956863,0.0015807526651769876,0.9691531127313516,0.03084688726864837,0.0011999053
1449,90,cat,3,0.40957522,0.92891645,0.7952129,72.12532,0.82346296,0.8263562,1.7295628786087036,1.727586483815685,0.991577765300393,0.008422234699607012,0.82346296
